gene_name,04_AD_15_NL,01_AD_12_NL,01_AD_10_NL,05_AD_25_LS,02_AD_22_LS,02_CO_48,03_AD_23_LS,01_AD_13_NL,05_AD_25_NL,01_AD_26_LS,04_CO_33,01_AD_22_LS,04_AD_06_LS,05_AD_15_NL,01_AD_26_NL,05_AD_22_LS,01_CO_41,04_AD_15_LS,05_AD_12_NL,01_AD_12_LS,03_CO_33,01_AD_13_LS,05_AD_12_LS,04_CO_56,03_CO_56,05_AD_02_NL,01_AD_10_LS,04_AD_13_NL,03_CO_43,01_AD_22_NL,01_AD_01_LS,01_AD_01_NL,03_AD_23_NL,01_CO_45,05_AD_15_LS,05_AD_22_NL,03_CO_54,02_AD_22_NL,04_AD_13_LS,04_AD_06_NL,05_AD_02_LS,01_CO_48,01_AD_17_LS,01_AD_23_NL,01_CO_55,05_CO_56,05_AD_06_NL,01_AD_11_LS,01_CO_51,05_CO_39,01_CO_57,01_AD_14_NL,01_AD_17_NL,05_CO_46,01_AD_05_NL,02_AD_25_LS,02_AD_15_NL,01_AD_21_NL,01_AD_14_LS,05_CO_45,05_CO_52,01_AD_06_LS,01_CO_31,03_AD_02_NL,05_CO_42,01_AD_07_NL,01_AD_07_LS,01_AD_23_LS,03_AD_02_LS,01_AD_21_LS,01_AD_18_LS,01_AD_18_NL,01_AD_11_NL,02_AD_25_NL,01_AD_05_LS,02_CO_43,01_AD_06_NL,05_AD_06_LS,02_AD_15_LS,05_CO_53,03_AD_12_NL,02_CO_46,02_AD_12_NL,01_CO_42,02_AD_09_LS,01_AD_27_LS,03_AD_22_NL,01_CO_58,03_CO_39,01_AD_20_NL,05_AD_16_LS,01_AD_28_NL,01_AD_15_NL,03_CO_48,01_AD_04_LS,01_AD_20_LS,01_AD_28_LS,01_CO_56,01_CO_60,03_CO_46,03_AD_22_LS,01_CO_32,01_AD_25_NL,02_AD_12_LS,03_CO_42,05_AD_16_NL,02_CO_42,01_CO_54,01_AD_27_NL,03_AD_15_LS,01_AD_15_LS,01_AD_04_NL,03_AD_12_LS,02_AD_09_NL,03_AD_15_NL,01_CO_33,01_AD_25_LS,01_CO_44,01_AD_19_NL,02_CO_54,02_CO_52,03_AD_25_NL,04_AD_25_NL,02_AD_16_LS,05_AD_13_NL,03_AD_25_LS,01_AD_02_LS,02_AD_11_LS,01_AD_30_LS,01_CO_47,01_CO_46,01_AD_02_NL,01_CO_50,05_CO_43,01_CO_43,01_AD_19_LS,01_AD_29_LS,05_AD_13_LS,01_AD_24_NL,02_AD_23_LS,03_AD_13_NL,03_AD_13_LS,02_CO_45,01_AD_24_LS,04_CO_54,01_AD_30_NL,02_AD_17_LS,02_AD_17_NL,02_AD_16_NL,01_AD_03_LS,02_AD_02_NL,02_AD_02_LS,01_AD_29_NL,04_AD_25_LS,01_AD_03_NL,02_AD_23_NL,04_CO_48,04_AD_22_NL,05_CO_48,04_AD_12_LS,04_CO_42,03_AD_06_NL,01_CO_59,03_CO_52,02_AD_13_LS,03_AD_06_LS,05_AD_23_NL,01_CO_52,04_CO_52,02_AD_13_NL,02_AD_06_NL,04_CO_43,01_CO_36,01_CO_49,04_AD_22_LS,04_AD_02_NL,01_CO_53,04_CO_45,03_AD_16_NL,03_AD_16_LS,04_AD_23_NL,02_CO_56,05_CO_54,01_AD_08_LS,01_AD_08_NL,04_AD_02_LS,03_CO_45,02_AD_14_NL,02_AD_14_LS,04_CO_46,04_AD_12_NL,04_AD_23_LS,02_AD_06_LS,02_CO_41
CD9,0,0,6,953,105,1,0,2,394,15,0,1,223,199,0,740,0,4,1,0,0,6,309,35,0,0,50,19,0,0,0,0,0,1,54,0,0,294,93,0,0,0,3,0,0,176,0,92,0,168,0,1,0,0,0,35,1120,478,0,0,209,0,0,0,0,10,0,0,136,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,28,0,0,1,0,654,1,0,0,0,0,0,30,1,983,0,0,0,0,0,0,431,83,2,339,0,0,32,0,0,0,0,20,0,813,0,0,0,0,1892,0,0,0,0,37,0,0,4,0,1,1678,0,364,552,0,6,3,0,9,1,0,0,6,0,3,0,18,0,0,0,0,523,0,82,0,1,0,1,0,0,0,0,329,0,0,0,0,0,0,0,0,182,0,0,9,0,2,0,0,205,0,0,0,1,120,9,1,1,505,0
GIPR,0,0,7,11,1,0,0,0,0,0,0,4,14,2,0,68,0,0,0,0,0,40,16,0,0,0,4,1,0,0,9,0,0,0,1,0,0,15,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,148,64,0,107,5,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,96,76,0,60,0,0,0,0,0,0,0,0,0,113,0,0,0,0,63,0,0,0,0,25,0,0,0,0,1,1,0,0,66,0,0,0,0,65,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,39,0,0,0,131,0
PRSS3,0,0,37,38,0,0,0,2,0,0,0,59,4,1,17,480,0,0,0,0,0,35,871,10,1,0,0,0,0,0,3,0,0,0,8,0,0,62,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,357,219,0,0,1,68,0,0,0,0,0,0,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,126,278,0,607,0,0,0,0,0,0,0,0,0,421,0,0,2,0,2535,0,0,0,0,3085,0,0,10,0,1,210,0,1,3755,0,0,0,0,23,1,0,0,81,0,12,2,0,0,0,17,0,370,0,5,0,1,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,88,2,0,0,0,0,0,0,0,103,0,0,0,0,164,103,0,0,93,0
ABHD5,0,0,0,267,0,0,2,0,47,4,0,17,109,83,0,308,0,2,0,0,0,7,566,51,0,0,11,0,0,0,2,0,0,1,74,0,0,279,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,665,1,0,134,0,0,141,1,0,0,0,8,0,0,0,1,55,0,24,0,0,0,0,0,0,0,0,0,8,0,0,1,133,10,0,0,73,0,0,0,0,2,0,0,0,1,0,0,36,231,1,1259,0,0,0,1,0,0,0,5,0,826,0,0,0,0,939,0,2,0,6,1819,141,0,1,76,0,1683,0,109,1795,0,0,0,0,8,0,0,0,152,0,1,3,0,11,0,4,0,479,0,5,77,1,0,2,0,0,0,2,941,0,0,1,0,0,148,0,0,0,0,0,0,141,0,0,0,299,0,1,0,150,196,332,0,0,798,0
PIK3C2A,0,0,0,8,0,0,2,0,36,43,0,22,31,27,0,104,0,0,0,0,0,63,120,0,0,0,3,0,0,0,16,0,0,0,0,0,0,27,13,0,3,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,13,231,6,0,296,0,0,0,0,0,0,0,37,0,0,1,1,16,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,63,0,163,0,0,25,0,0,0,0,0,0,222,0,0,124,0,135,0,0,0,68,725,0,0,0,0,0,114,0,85,505,0,0,0,0,173,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29,0,164,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,9,0,1,0,0,12,0,0,0,244,0
PLAUR,0,0,19,324,52,0,15,0,3,1,0,137,155,1,0,160,0,0,0,0,0,115,523,0,0,0,116,120,0,0,33,0,11,1,121,0,0,11,141,0,0,0,4,1,1,2,29,2608,0,1,103,19,4,73,3,188,35444,333,48,1,3198,0,0,0,2,0,1,1,585,0,1,0,10,76,0,1,2,2,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12,419,0,0,0,0,1,0,430,310,3,1907,0,41,5,0,0,0,0,111,1,7549,0,0,62,3,5270,0,96,0,0,438,175,1,0,0,1,2978,0,1,1937,0,67,0,3,114,0,0,1,123,2,1,0,0,0,1,60,0,4,0,187,1,6,0,0,0,0,106,2,644,37,0,0,0,0,93,0,28,2386,1,1,0,0,1,0,0,6149,0,0,42,21,1293,0,0,1,4543,0
TYROBP,0,0,0,34,21,0,0,0,0,0,0,0,47,0,0,1,0,0,0,0,0,22,58,1,0,0,180,8,0,0,0,0,0,0,6,0,0,0,20,0,0,0,24,0,0,0,0,323,0,1,0,0,1,0,0,0,252,116,21,0,254,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,90,342,0,46,0,0,1,0,0,0,0,0,0,364,0,1,0,0,332,0,0,0,0,1,2,0,0,0,0,1050,0,0,316,0,0,0,0,0,0,0,0,119,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,115,0,0,21,0,0,0,0,212,0,0,2,0,133,1,0,0,123,0
LDAF1,0,3,0,2774,173,0,0,83,42,0,0,2,12,1725,0,12,11,2,1,0,0,46,369,2,18,10,53,92,0,0,6,0,18,45,62,1,30,491,16,391,0,0,0,0,0,0,0,169,0,78,1,0,26,0,0,80,607,4,22,172,107,21,0,0,0,0,105,0,77,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,79,0,0,0,290,0,4,0,0,0,0,0,3,1278,0,0,0,0,0,26,84,26,1,13,0,0,32,0,66,0,0,4,0,21,0,0,2,0,253,0,186,4,92,7,0,0,0,0,16,555,4,601,3,0,0,0,54,1,0,0,1,11,71,0,0,0,0,0,1,0,648,0,106,0,0,0,0,0,116,0,0,41,112,0,0,0,36,121,32,275,17,1,46,360,0,0,0,0,122,0,155,0,0,566,1,0,0,4,0
CALCOCO1,0,0,0,2,9,0,0,0,0,50,0,17,3,41,0,148,0,0,3,0,0,22,40,0,0,0,21,2,0,0,0,2,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,166,9,0,105,0,0,0,0,0,0,0,32,0,0,0,12,12,0,0,0,0,0,18,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,41,40,0,37,0,0,0,0,0,0,0,0,0,30,0,0,2,0,1,0,0,0,0,215,0,0,0,0,1,44,0,0,79,0,0,0,0,29,0,0,0,82,0,0,0,0,0,0,0,0,0,0,2,0,6,0,3,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,0,0,0,4,53,2,0,0,78,0
PSMC4,0,0,14,138,28,0,0,0,5,0,0,10,3,53,0,127,0,0,0,0,0,50,180,0,0,13,70,0,0,1,0,0,0,0,30,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,660,0,1,0,0,0,0,69,0,0,0,27,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,69,5,0,283,0,0,0,0,0,0,0,0,0,89,0,0,0,1,1030,0,80,0,0,592,0,0,0,0,0,137,0,0,547,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,168,0,11,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,4,55,0,0,0,0,0,0,0,1,0,0,0,105,28,0,0,0,146,0
NUB1,0,0,33,148,89,0,15,0,1,0,0,1,63,5,0,2,0,0,0,0,0,12,460,0,0,0,232,1,0,0,10,0,0,0,78,0,0,100,5,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,194,109,0,427,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,1,0,35,190,0,131,0,0,0,0,0,0,0,0,0,281,0,0,0,0,59,0,0,1,0,32,0,0,0,0,0,5,0,116,210,0,0,0,0,105,0,0,1,54,0,0,0,0,0,0,0,0,5,0,77,0,0,0,0,0,1,1,3,228,0,0,0,1,0,0,0,0,169,0,2,0,0,0,0,0,767,0,0,0,2,499,0,0,0,369,0
CLK1,0,0,34,157,1,0,0,0,5,1,0,41,186,86,0,290,0,0,0,0,0,34,311,0,0,0,122,21,0,0,59,0,0,0,67,0,1,35,64,0,1,0,0,0,0,1,0,162,0,0,0,0,1,0,0,0,307,545,0,1,330,19,0,0,1,0,0,0,261,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,103,183,0,0,0,0,0,0,166,124,0,244,0,0,1,0,0,0,0,0,0,473,0,0,0,0,935,0,0,0,0,407,0,0,0,0,0,521,0,0,335,0,0,0,0,150,0,0,0,297,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,201,0,0,319,0,0,0,0,0,0,162,0,113,0,0,0,0,0,0,0,504,0,0,1,172,556,4,0,0,626,0
ACP3,0,0,63,297,2,0,0,0,49,0,0,0,4,1,0,242,0,0,0,0,0,1,367,4,0,0,4,2,0,0,12,0,0,0,20,0,0,283,19,0,0,0,0,0,0,0,0,2,0,133,0,0,0,0,0,0,0,289,1,0,1,20,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,20,0,0,0,0,0,0,2,9,0,0,0,0,0,0,127,134,0,447,0,0,1,0,0,0,0,0,0,65,0,0,1,0,198,0,0,0,4,2011,0,0,2,0,0,289,0,14,1071,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,232,161,4,0,73,0,0,0,6,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,85,290,0,0,4,0
MDH1,0,0,0,225,114,0,0,0,17,0,0,25,1,112,0,140,0,0,0,0,0,34,139,0,0,0,1,11,0,0,0,0,0,3,0,0,0,90,58,0,1,0,0,0,0,0,0,266,0,0,0,0,3,0,1,0,398,162,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,58,0,0,0,291,0,0,0,0,0,0,0,62,875,0,1,0,0,0,0,50,389,0,80,0,0,1,0,0,0,0,0,0,168,0,0,0,0,1064,0,0,1,0,185,3,0,1,0,8,503,3,171,467,0,42,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,13,0,47,1,2,0,0,0,0,0,1,104,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,2,283,0,0,0,0,292,0,0,0,535,0
BID,0,0,0,16,23,0,0,0,1,0,0,0,39,20,0,8,0,0,0,0,0,0,39,0,0,0,190,0,0,0,24,0,0,0,0,0,0,0,50,0,51,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,2,168,10,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,1,0,0,96,155,0,12,0,0,0,0,0,0,0,1,0,219,0,0,0,0,201,0,1,1,0,30,0,0,0,0,0,131,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,4,0,63,0,95,0,0,1,0,347,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,382,0,0,0,68,478,0,0,0,496,0
XYLT2,47,0,0,953,0,0,0,0,1,27,0,0,0,547,0,2,0,0,0,0,0,0,11,0,0,0,1,0,0,35,1,0,0,0,1,0,0,133,24,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,66,4,137,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,3,0,404,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,15,0,108,0,1,0,0,0,0,38,0,9,0,0,0,0,0,0,0,0,45,0,122,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,120,0,2,1,0,0,0,0,0,0,0,205,92,0,0,116,0,0,0,0,250,0,13,0,31,578,0,0,0,1,0
RALBP1,0,0,0,228,17,0,0,0,0,0,0,0,2,93,12,227,1,0,0,0,9,62,190,0,0,0,99,0,0,0,0,0,0,0,14,0,0,13,2,0,1,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,310,168,0,0,214,0,0,49,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,1,113,0,1,0,0,0,0,0,0,0,0,0,163,0,0,0,0,521,0,0,0,0,368,0,0,0,0,0,430,0,333,121,0,0,0,0,0,0,0,0,263,0,1,0,0,0,0,0,0,146,0,13,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,41,0
RUFY3,0,0,11,529,1,0,0,0,0,0,0,1,0,189,60,3,0,1,0,0,0,0,193,0,0,1,1,0,0,0,0,0,0,0,201,0,0,383,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,0,397,0,0,0,0,0,0,0,191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,3,0,0,0,0,0,1,0,1,144,0,0,0,0,0,0,119,81,0,118,0,0,22,0,0,0,0,57,0,0,0,0,0,0,69,0,0,0,0,2,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,284,0,2,0,6,0,0,0,0,1,0,15,0,0,0,0,0,0,0,96,12,0,0,2,0,0,0,0,1028,0,0,0,151,1497,1,0,0,140,0
CD74,1,0,365,379,2301,4,199,19,3,13,1,1876,1508,10,48,2237,74,62,1,0,0,625,6350,5,0,17,2483,2230,0,1,716,0,32,2,1261,2,1,246,344,12,42,2,4,0,1,1,79,17180,0,78,3,31,14,146,0,4,2893,821,427,23,14605,20,1,82,2,0,9,1,2387,0,37,0,149,2178,7,2,2,73,2,1,2,91,43,114,2,0,0,2,73,676,9,0,1,7,0,5,0,688,46,0,0,1,0,66,0,2600,7685,370,16406,1,2,241,3,0,0,0,381,106,8341,0,1,159,5,1089,0,0,6,12,2960,62,0,2,0,454,1739,0,55,12905,4,1262,3,8,683,3,1,412,1833,24,3,3,0,0,1,0,9,137,24,1989,2,143,2,285,2,6,264,107,9143,6,1,3,2,101,160,38,659,3479,3,3,243,2,9,0,5,22991,0,195,373,1012,15962,362,11,0,16786,6
ZRANB1,0,0,0,16,0,0,1,0,1,0,0,62,128,87,32,393,0,0,0,0,0,58,472,1,0,0,7,0,0,30,6,0,0,0,1,0,0,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,577,48,0,199,41,0,0,0,0,0,0,149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,132,1,0,0,0,0,0,0,19,1,0,0,0,1,0,0,72,6,0,683,0,0,0,0,0,0,0,0,0,171,0,0,0,0,360,0,0,0,1,994,1,0,0,0,137,329,0,2,1220,0,139,0,0,53,0,0,1,120,0,2,0,0,0,0,0,0,4,0,2,0,4,0,94,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,60,0,0,0,0,35,15,0,0,116,0
RUNX3,0,0,3,0,0,0,0,0,1,0,0,31,38,0,0,10,0,0,0,0,0,84,13,0,0,0,36,0,0,0,30,0,0,0,30,0,0,0,9,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,81,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,76,0,1,0,0,0,0,0,0,0,0,0,95,0,0,0,1,23,0,0,0,0,96,0,0,0,0,0,58,0,0,318,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,91,0,0,0,0,1,2,1,68,0,0,0,0,0,0,0,0,396,0,0,0,0,71,0,0,0,25,0
SERPINB1,0,0,0,38,20,0,1,0,0,0,0,14,184,0,0,43,0,0,0,0,0,24,250,0,0,0,82,16,0,0,21,0,0,0,92,0,0,1,14,0,0,0,0,0,2,0,0,388,0,0,0,0,3,97,0,0,324,31,76,0,588,0,0,0,0,0,3,1,58,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,135,0,0,0,0,0,0,283,93,0,428,0,0,52,0,0,0,0,0,0,494,1,0,54,0,1671,0,33,0,0,165,0,0,1,0,0,1628,0,0,634,0,2,0,0,1,0,0,0,97,0,4,0,0,0,0,0,0,0,0,7,0,3,0,2,0,1,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,3,0,490,0,0,0,1221,0
RTF2,0,0,44,222,50,0,0,0,29,0,0,13,50,4,0,222,0,0,0,0,0,50,163,0,0,0,0,0,0,0,0,0,0,0,61,0,0,88,11,0,0,0,0,0,0,0,0,115,0,0,0,0,1,0,0,0,1145,37,0,0,71,29,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,162,0,0,0,0,0,0,9,1,0,524,0,0,0,0,0,0,0,0,0,195,0,0,0,0,536,0,0,0,0,425,0,0,0,0,0,126,0,1,300,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,449,0,13,1,0,0,0,0,0,0,0,172,0,0,1,0,0,0,0,142,130,0,0,0,0,0,0,0,43,0,0,0,0,64,1,0,0,220,0
RNF10,0,0,12,106,0,0,0,0,4,0,0,22,0,42,0,5,0,2,0,0,0,5,43,0,0,0,7,0,0,0,3,0,0,0,9,0,0,85,32,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,43,48,0,0,107,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,1,0,0,0,0,114,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,181,15,0,105,0,0,1,0,0,0,0,0,0,29,0,0,0,0,406,0,0,0,0,291,1,0,0,0,2,397,0,1,340,0,2,0,0,98,0,0,0,0,0,1,0,0,0,5,1,0,2,0,2,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,49,0,0,0,1,8,0,0,0,47,0
RB1CC1,0,0,0,176,0,0,0,0,52,0,0,39,2,130,0,184,0,31,0,0,0,1,122,67,0,0,157,0,0,0,28,0,0,0,77,0,0,91,10,0,1,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,63,406,0,0,35,0,0,0,0,0,0,0,13,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,1,0,0,0,0,0,0,0,95,0,0,0,0,0,0,247,260,0,256,0,0,0,0,0,0,0,1,0,102,0,0,0,0,246,0,0,0,142,636,0,0,0,147,0,1333,0,98,443,0,0,0,0,0,0,0,1,85,0,1,0,0,0,0,0,0,126,0,1,0,0,0,0,0,0,0,0,396,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,135,0,0,109,0,24,0,0,0,53,0
BIRC3,0,0,0,44,1029,0,6,0,1,23,0,459,329,1,0,843,0,2,1,0,0,625,909,0,0,0,750,374,0,0,147,0,0,0,413,1,0,58,51,0,0,0,2,0,0,0,136,4200,0,9,1,0,151,7,0,0,309,1753,136,257,7959,0,0,0,0,0,2,1,424,0,1,1,6,170,3,0,144,162,0,0,1,329,0,0,2,0,1,0,1,1,2,0,1,0,0,125,0,186,6,0,0,0,0,1,0,1207,2086,6,3367,0,0,3,0,0,0,0,62,4,3203,0,0,1,1,528,1,0,1,1,1329,0,0,1,1,192,362,0,0,5928,0,109,2,1,132,2,0,56,1273,0,0,2,0,0,0,0,0,122,13,364,0,147,0,232,0,0,148,1,1881,8,0,0,0,0,2,43,62,607,1,3,128,0,3,0,4,9702,0,23,6,476,5062,1,4,0,6983,0
STRAP,0,0,0,277,65,0,0,12,25,0,0,7,1,78,0,165,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,2,0,0,231,76,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,90,161,0,209,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,0,0,0,0,183,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,104,17,0,79,0,0,0,0,0,0,0,10,0,1,0,0,0,0,871,0,1,2,0,51,0,0,0,0,0,237,0,150,82,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,196,0,10,0,0,0,0,0,3,0,0,116,0,0,0,0,0,0,0,1,16,0,0,19,0,0,0,0,64,0,0,0,0,72,0,0,0,344,0
PHF20,0,0,0,116,0,0,0,0,1,0,0,19,0,3,0,5,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62,36,3,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,251,28,1,0,22,0,0,0,0,0,155,0,0,0,0,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,47,0,0,9,0,0,0,1,72,0,2,0,0,88,0,0,0,0,4,0,4,0,0,0,0,164,0,0,0,0,157,0,0,0,0,0,495,0,13,2,0,0,0,0,0,0,0,0,137,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,93,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,0,14,0
SEC63,0,0,0,171,4,0,0,0,0,0,0,27,39,117,0,38,0,0,0,0,0,0,80,0,0,0,1,0,0,0,0,0,0,0,12,0,0,67,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,141,2,0,120,0,0,0,1,0,0,0,102,0,5,0,0,0,0,204,0,0,0,0,75,0,0,0,0,0,398,0,0,43,0,0,0,0,1,0,0,0,14,0,1,0,0,0,1,0,0,16,0,3,0,2,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122,0,0,0,1,30,0,0,0,33,0
KPNA6,0,0,0,104,58,0,15,0,92,0,0,2,3,23,0,13,0,0,0,0,0,2,38,11,0,0,0,0,0,0,10,0,0,0,2,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,104,0,0,0,0,0,0,6,4,0,71,0,0,0,0,0,0,0,2,0,14,0,0,0,0,143,0,0,0,0,1,0,0,0,0,0,81,0,45,153,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3,0,0,62,0,0,0,0,42,0,0,0,0,0,0,0,0,132,0,0,158,0,0,0,0,86,0,5,0,0,269,0,0,0,2,0
